Date,,Basantpur,Kelo,Kurubhata,Paramanpur,Sundargarh,Hirakud inflow ,rainfall,tavg
8/19/2014,8,1315.62,28.33,103.886,84.147,259.182,1995.37,2.321523291,28.43626582
8/20/2014,8,1119.77,27.988,106.964,46.119,206.997,1618.18,1.963692468,28.53233228
8/21/2014,8,1092.65,51.229,111.52,38.029,177.932,1355.71,3.366544367,28.37727848
8/22/2014,8,952.926,51.719,109.37,33.212,155.593,1137.76,3.279126266,28.02661709
8/23/2014,8,892.002,51.026,109.349,242.29,207.942,1270.24,16.34197778,27.50138608
8/24/2014,8,820,51,125.05,81,210,1302.44,1.536202911,27.72881962
8/25/2014,8,927.484,24.583,73.499,44.168,175.575,1171.32,3.102645063,28.37227215
8/26/2014,8,1041.95,14.392,74.921,29.228,129.501,1078.6,0.2070874684,28.3032057
8/27/2014,8,868.468,13.504,112.797,46.341,144.294,1017.74,2.660860253,27.67391772
8/28/2014,8,786.607,14.091,78.564,48.266,138.105,955.064,6.976572595,27.22208861
8/29/2014,8,920.85,18,78.05,53.8,155,1031.16,4.507851646,27.16131329
8/30/2014,8,699.092,45.246,50.514,53.915,118.236,952.6,2.505782405,26.88969937
8/31/2014,8,615.025,47.5,45,53.5,100,839.575,8.496574114,26.24921519
9/1/2014,9,731.808,15.633,48.782,69.44,109.967,884.065,12.79923139,26.42688608
9/2/2014,9,830.884,143.884,105.301,111.725,230.149,1451.74,31.68266646,25.92863291
9/3/2014,9,1694.24,140.056,120.266,451.682,387.537,2313.15,17.19951462,26.27153797
9/4/2014,9,3165.92,180.716,152.902,495.514,937.278,3763.59,19.88986703,26.40642405
9/5/2014,9,4575.14,214.095,400.375,384.183,597.629,7104.02,9.032565253,26.45524051
9/6/2014,9,4264.52,210.895,635.283,888.365,467.024,7028,25.62823956,26.15310127
9/7/2014,9,4523.22,188,800,320,590,6593.18,25.88098203,26.19172468
9/8/2014,9,4827.1,127.092,310.25,156.995,341.08,6276.42,6.35914557,26.34848734
9/9/2014,9,7454.95,107.928,171.209,103.355,230.618,5388.3,1.338980759,26.50190506
9/10/2014,9,6963.24,37.587,160.713,80.825,207.552,6943.3,2.587999684,27.09875
9/11/2014,9,3770.4,35.087,130.901,73.826,168.581,6665.08,1.903815506,27.08902532
9/12/2014,9,2721.06,21.22,120.363,95.88,181.147,4298.61,4.871879873,27.26329114
9/13/2014,9,2088.38,17.164,166.821,103.602,178.861,3157,4.270237278,27.22319304
9/14/2014,9,1375.35,17.5,131,156.99,130,2767.66,5.491134937,27.4554462
9/15/2014,9,1323.49,16.031,190.314,125.822,223.661,2049.91,4.597516899,27.26243671
9/16/2014,9,1479.41,17.835,184.642,149.708,189.314,1989.79,10.48332373,27.31580696
9/17/2014,9,1921.57,36.958,187.551,95.043,196.906,2123.24,1.766208671,27.73144937
9/18/2014,9,2076.2,38.036,164.639,78.966,168.111,1986.87,0.3388827848,28.40668038
9/19/2014,9,1949.09,38.164,141.497,50.87,146.528,2308.33,2.547658481,27.90708544
9/20/2014,9,1463.24,42.259,182.04,53.005,154.936,2064.84,11.90858519,27.15179114
9/21/2014,9,1527.55,42,205,43.5,156.5,1879.26,25.25559342,27.46186392
9/22/2014,9,5608.07,39.96,204.707,384.302,287.497,3233.18,7.386306266,27.87254747
9/23/2014,9,5698.58,47.474,168.959,180.051,194.821,5059.45,0.7400373418,28.06426582
9/24/2014,9,3337.52,115.15,160.803,90.157,128.935,5169.5,0.01597860759,28.20363608
9/25/2014,9,2125.56,15.831,93.478,56.648,105.562,3445.44,0.0712685443,27.88800633
9/26/2014,9,1453.67,41.758,81.914,43.279,91.352,2117.06,0.03193025316,27.76765506
9/27/2014,9,1362.68,27.405,73.409,33.526,65.502,1921.12,0,27.97220253
9/28/2014,9,1257.37,25.5,73.5,19.5,54,1807.47,0,28.26517089
9/29/2014,9,795.821,25.924,51.338,19.243,52.993,1421.18,0.3062178481,28.26437658
9/30/2014,9,764.979,25.358,49.725,17.053,51.912,755.578,0.1170144937,28.13545886
